"Rows from: systek_raw_rows","id","company_key","name","domain","clean_domain","orgnr","proff_url","profit_before_tax","turnover","industry","company_size","location","created_at","updated_at"
,,"elvia.no","Elvia","https://www.elvia.no/","elvia.no","980 489 698","https://www.proff.no/selskap/elvia-as-avd-oslo/oslo/energiforsyning/IG7T8A300BD","NOK 1,038,872,000 (2024)","NOK 8,466,128,000 (2024)","Energiforsyning","474","Harbitzalléen 5, 0275 Oslo","2025-12-08 09:40:00.056+00",
,,"dnb.no","DNB Bank ASA","http://www.dnb.no","dnb.no","984 851 006","https://www.proff.no/selskap/dnb-bank-asa/oslo/banker/IGACRWE07ZD","44 078 000 (Beløp i 1000, NOK) 2024","86 537 000 (Beløp i 1000, NOK) 2024","Banker og kredittforetak / Finans","7833","Dronning Eufemias Gate 30, 0191 Oslo","2025-12-10 09:39:58.263+00",
,,"nordlo.com","Nordlo Vennesla AS","https://nordlo.com/no/","nordlo.com","928775305","https://www.proff.no/selskap/nordlo-vennesla-as/-/-/928775305","NOK 13,733,000 (2024)","NOK 57,571,000 (2024)","Handel- og konsulentvirksomhet, samt hva hermed står i forbindelse, herunder deltakelse i andre selskaper.","19","Hunsøya PM5, 4700 Vennesla","2025-12-11 09:39:57.974+00",
,,"eidsiva.no","Eidsiva Digital","https://www.eidsiva.no/","eidsiva.no","880 258 222","https://www.proff.no/selskap/eidsiva-digital-as/lillehammer/telekommunikasjon/IEK2ZLA01PE-2","NOK -29 000 (2024)","NOK 1 090 000 (2024)","Telekommunikasjon","175","Vormstuguvegen 40, 2624 Lillehammer, Norge, 2624 Lillehammer","2025-12-10 09:39:58.263+00",
,,"elbits.no","ElBits","https://www.elbits.no/","elbits.no","","","","","","0","Rådhusgata 9, 0151 Oslo","2025-12-10 09:39:58.263+00",
,,"moodgruppen.no","Moodgruppen","https://moodgruppen.no/","moodgruppen.no","818 546 572","https://www.proff.no/selskap/mood-holding-as/oslo/reklamebyrc3a5er/IDJCAKS01DI","NOK 12 202 (2024)","NOK 0 (2024)","No data","0","Nedre Gate 5, 0551 Oslo","2025-12-11 09:39:57.974+00",
,,"towernewco.no","Tower NewCo AS","https://www.towernewco.no","towernewco.no","","","","","","0","Bygdøy allé 2, 0257 Oslo","2025-12-10 09:39:58.263+00",
,,"fmcybersecurity.com","FM Cybersecurity AS","https://fmcybersecurity.com","fmcybersecurity.com","934 418 840","https://www.proff.no/selskap/fm-cybersecurity-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IFGBU6W03DC","-10'000 NOK (2024)","No data","IT-konsulenter og rådgivning","5","Tordenskiolds gate 2, 0160 Oslo","2025-12-13 09:39:58.049+00",
,,"cloud.orange-business.com","Orange Business","https://cloud.orange-business.com/no/","cloud.orange-business.com","952 913 190","https://www.proff.no/selskap/orange-business-norway-as/oslo/telekommunikasjon/IFRC8IU01PE","NOK 5,124,000 (2024)","NOK 100,223,000 (2024)","Telekommunikasjon","10","Lørenfaret 1, 0585 Oslo","2025-12-10 09:39:58.263+00",
,,"cappelendamm.no","Cappelen Damm","https://cappelendamm.no/","cappelendamm.no","","","","","","0","Stortingsgata 28, 0161 Oslo","2025-12-09 09:39:57.834+00",
,,"kapitalkontroll.no","KapitalKontroll AS","https://www.kapitalkontroll.no/","kapitalkontroll.no","920 854 028","https://www.proff.no/selskap/kapitalkontroll-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IF893IK03DC","NOK 18 258 000 (2024)","NOK 35 212 000 (2024)","IT-konsulenter og rådgivning, Konsulenter, Dataprogramvare og -utvikling","18","Hovfaret 10, 0275 Oslo","2025-12-10 09:39:58.263+00",
,,"lottstift.no","Lotteri- og stiftelsestilsynet","http://www.lottstift.no","lottstift.no","","","","","","0","Storehagen 1B, 6800 Førde","2025-12-09 09:39:57.834+00",
,,"noteless.com","Noteless","https://www.noteless.com/no","noteless.com","932 320 061","https://www.proff.no/selskap/noteless-as/oslo/dataprogramvare-og-utvikling/IFF2URH009O","NOK -2 180 (2024)","NOK 3 266 (2024)","Dataprogramvare og -utvikling","22","Gaustadalléen 21, 0349 Oslo","2025-12-10 09:39:58.263+00",
,,"norrona.co","Norrøna Sport AS","https://www.norrona.co","norrona.co","","","","","","0","0283 Oslo","2025-12-09 09:39:57.834+00",
,,"alsaker.no","Alsaker Fjordbruk","https://alsaker.no/","alsaker.no","979 494 009","https://www.proff.no/selskap/alsaker-fjordbruk-as/onarheim/akvakultur/IG75YEX000M","NOK 596.991M (2024)","NOK 243.521M (2024)","Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkavann","41","Flakkavågsvegen 14, 5694 Onarheim","2025-12-10 09:39:58.263+00",
,,"forskningsradet.no","Forskningsrådet","https://www.forskningsradet.no/om-oss/","forskningsradet.no","970 141 669","https://www.proff.no/selskap/norges-forskningsr%C3%A5d/oslo/offentlig-administrasjon/IG3SSZ010JX","","No data","Offentlig administrasjon tilknyttet helsestell, undervisning, kultur og annen sosial virksomhet","425","Drammensveien 288, 0283 Oslo","2025-12-10 09:39:58.263+00",
,,"capgemini.com","Capgemini Norge AS","https://www.capgemini.com","capgemini.com","943 574 537","https://www.proff.no/selskap/capgemini-norge-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IFLS2RT03DC","NOK 102,634,000 (2024)","NOK 3,177,049,000 (2024)","IT-konsulenter og rådgivning","1557","Karenslyst Allè 20, 0278 Oslo","2025-12-11 09:39:57.974+00",
,,"speira.com","SPEIRA AS","http://www.speira.com/nb","speira.com","975 934 578","https://www.proff.no/selskap/speira-as/holmestrand/aluminium-og-aluminiumsvarer/IG51NXU000S","NOK 207 100 000 (2024)","NOK 7 087 560 000 (2024)","Industri og handel","779","Weidemanns gate 8, 3080 Holmestrand","2025-12-15 09:39:57.89+00",
,,"sporveien.no","Sporveien AS","http://www.sporveien.no","sporveien.no","915 070 434","https://www.proff.no/selskap/sporveien-as/oslo/transport/IF4T4V608ND","NOK 136,188,000 (2024)","NOK 2,018,739,000 (2024)","Passasjertransport med sporvei","1066","Økernveien 9, Oslo, Norge, 0468 Oslo","2025-12-10 09:39:58.263+00",
,,"fredrikstad.kommune.no","Fredrikstad kommune","http://www.fredrikstad.kommune.no/","fredrikstad.kommune.no","940 039 541","https://www.proff.no/selskap/fredrikstad-kommune/fredrikstad/offentlig-administrasjon/IFJOB5H10JX-3","","No data","Generell offentlig administrasjon","9897","Glemmengata 55, 1608 Fredrikstad","2025-12-11 09:39:57.974+00",
,,"nofence.no","Nofence","nofence.no","nofence.no","996 858 626","https://www.proff.no/selskap/nofence-as/molde/tekniske-konsulenter/IGHI51E01OU","NOK -45 314 000 (2024)","NOK 181 337 000 (2024)","Dataprogramvare og -utvikling, Tekniske konsulenter, Konsulenter","77","Molde","2025-12-10 09:39:58.263+00",
,,"chsnor.no","CHSNOR AS","https://chsnor.no","chsnor.no","","","","","","0","Brugsvegen 13, 2390 Moelv","2025-12-11 09:39:57.974+00",
,,"airbus.com","Airbus Defence and Space AS","airbus.com","airbus.com","977 499 054","https://www.proff.no/selskap/airbus-defence-and-space-as/lysaker/telekommunikasjon/IG5Z73I01PE","NOK 47 465 000 (2024)","NOK 427 454 000 (2024)","Telekommunikasjon","35","Lysaker Torg 8, 1366 Lysaker, Norge, 1366 Lysaker","2025-12-10 09:39:58.263+00",
,,"gjensidige.no","Gjensidige","gjensidige.no","gjensidige.no","995 568 217","https://www.proff.no/selskap/gjensidige-forsikring-asa/oslo/verdipapir-og-fondsforvaltning/IGGQHCP0ZDJ","48 834 000 (in thousands NOK) (2024)","24 555 000 (in thousands NOK) (2024)","Forsikring; Verdipapir og fondsforvaltning","2303","Schweigaards gate 21, 0191 Oslo","2025-12-10 09:39:58.263+00",
,,"solea.no","Solea AS","https://www.solea.no/","solea.no","934 110 943","https://www.proff.no/selskap/solea-as/bergen/it-konsulenter-og-r%C3%A5dgivning/IFG58M703DC","NOK 637 (2024)","NOK 110,690 (2024)","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av IT-systemer","68","Damsgårdsveien 61, 5058 Bergen","2025-12-19 09:39:58.9+00",
,,"goodtech.no","GOODTECH AS","https://goodtech.no/","goodtech.no","","","","","","0","Innspurten 15, 0663 Oslo","2025-12-09 09:39:57.834+00",
,,"ekerdesign.com","Eker Design AS","https://ekerdesign.com/","ekerdesign.com","983 410 227","https://www.proff.no/selskap/eker-design-as/gamle-fredrikstad/designere/IG9HW6R009Y","NOK 12.40M (2024)","NOK 63.53M (2024)","Industri-, produkt- og motedesignvirksomhet","24","Torsnesveien 210B, 1634 Gamle Fredrikstad","2025-12-12 09:39:58.128+00",
,,"remarkable.com","reMarkable","remarkable.com","remarkable.com","917 352 836","https://www.proff.no/selskap/remarkable-as/oslo/dataprogramvare-og-utvikling/IF661Z8009O","NOK 32,296,000 (2024)","NOK 434,304,000 (2024)","Dataprogramvare og -utvikling","557","Oslo","2025-12-10 09:39:58.263+00",
,,"fremtind.no","Fremtind","https://www.fremtind.no/","fremtind.no","915 651 232","https://www.proff.no/selskap/fremtind-forsikring-as/oslo/forsikring/IF55L0G0ARC","2 707 825 (Beløp i 1000 NOK) (2024)","14 891 872 (Beløp i 1000 NOK) (2024)","Skadeforsikring","1315","Hammersborggata 8, 0181 Oslo","2025-12-10 09:39:58.815+00",
,,"jotun.com","JOTUN A/S","https://www.jotun.com/no-en","jotun.com","923 248 579","https://www.proff.no/selskap/jotun-as/sandefjord/maling-og-lakk/IF9OF5V010K","NOK 4,125,000,000 (2024)","NOK 5,305,000,000 (2024)","Maling og lakk","1052","HYSTADVEIEN 167, 3209 Sandefjord","2025-12-10 09:39:58.263+00",
,,"ocab.no","Ocab AS","https://ocab.no/","ocab.no","916 326 211","https://www.proff.no/selskap/ocab-as/sandvika/bygg-og-anleggsleverand%C3%B8rer/IF5K1TV0CVG","95 724 (Beløp i 1000; Valuta NOK) (2024)","1 725 790 (Beløp i 1000; Valuta NOK) (2024)","Bygg- og anleggsleverandører","933","Fjordgaten 2, 3125 Tønsberg","2025-12-10 09:39:58.263+00",
,,"kraftai.no","Kraft AI","https://kraftai.no","kraftai.no","923 137 572","https://www.proff.no/selskap/kraft-ai-as/drammen/dataprogramvare-og-utvikling/IF9M1IC009O","-243 000 NOK (2024)","4 209 000 NOK (2024)","Dataprogramvare og -utvikling","1","Muusøya 1, 3023 Drammen","2025-12-11 09:39:57.974+00",
,,"wiersholm.no","Advokatfirmaet Wiersholm AS","https://www.wiersholm.no/","wiersholm.no","981 371 593","https://www.proff.no/selskap/advokatfirmaet-wiersholm-as/oslo/advokater-og-juridiske-tjenester/IG8A76107U6","NOK 487,149,000 (2024)","NOK 1,222,850,000 (2024)","Advokater og juridiske tjenester","297","Dokkveien 1, 0251 Oslo","2025-12-11 09:39:57.974+00",
,,"kantega.no","Kantega AS","https://www.kantega.no/","kantega.no","","","","","","0","Kirkegata 5, 0153 Oslo","2025-12-09 09:39:57.834+00",
,,"ntb.no","NTB","https://www.ntb.no/","ntb.no","914 797 497","https://www.proff.no/selskap/ntb-as-avd-oslo/oslo/nyhets-og-telegrambyr%C3%A5er/IG3CYLE0FEA","NOK 27 093 (2024)","NOK 301 062 (2024)","Nyhets- og telegrambyråer","249","Skippergata 24, 0154 Oslo","2025-12-10 09:39:58.263+00",
,,"finansnorge.no","FINANS NORGE","https://www.finansnorge.no/","finansnorge.no","996 549 488","https://www.proff.no/selskap/finans-norge/oslo/medlemsorganisasjoner/IGHBII810PU","NOK 2 907 000 (2024)","NOK 225 035 000 (2024)","Medlemsorganisasjoner","68","Hansteens gate 2, 0253 Oslo","2025-12-10 09:39:58.263+00",
,,"norma.as","Norma AS ble stiftet i 1894. I dag er bedriften blant Norges ledende importører/distributører av ammunisjon, våpen og rekvisita til jegere og skyttere.Vareutvalget omfatter merkevarer som Norma, RWS, GECO, Rottweil og Nitedals ammunisjon, våpenmerker som Bergara og Franchi, ladekomponenter fra Norma, GECO, RWS. Hawke, Zeiss, Hikmicro og Bushnell optikk, rekvisita fra Gerber, Tetragun, A-TEC, GRS Riflestocks m fl.Bedriftens omsetning er ca. 180 millioner NOK og det er totalt 20 ansatte. Kontor og lager ligger på Skytta i Nittedal.","https://www.norma.as","norma.as","941 695 515","https://www.proff.no/selskap/norma-as/hagan/m%C3%B8bler-husholdningsvarer-og-jernvarer-agentur/IFKNSWR10JT","NOK 10,244,000 (2024)","NOK 172,988,000 (2024)","Møbler, husholdningsvarer og jernvarer - agentur","22","Industriveien 2, 1481 Hagan","2025-12-11 09:39:57.974+00",
,,"nidsenter.no","Nasjonalt ID-senter","https://www.nidsenter.no/","nidsenter.no","","","","","","0","Økernveien 11-13, 0653 Oslo","2025-12-09 09:39:57.834+00",
,,"aller.no","Aller Media","https://aller.no/","aller.no","","","","","","0","Karvesvingen 1, 0579 Oslo","2025-12-09 09:39:57.834+00",
,,"ludenso.com","Ludenso","ludenso.com","ludenso.com","921 437 609","https://www.proff.no/selskap/ludenso-as/oslo/dataprogramvare-og-utvikling/IF8LLT5009O","NOK -5 675 (2024)","NOK 4 759 (2024)","Dataprogramvare og -utvikling","12","Oslo","2025-12-10 09:39:58.815+00",
,,"nortronik.com","Nortronik AS","https://www.nortronik.com","nortronik.com","","","","","","0","Flovegen 12, 6800 Førde","2025-12-09 09:39:57.834+00",
,,"norphonic.com","Norphonic AS","https://norphonic.com/","norphonic.com","991 016 791","https://www.proff.no/selskap/norphonic-as/b%C3%B8nes/dataprogramvare-og-utvikling/IGE0XG7009O","-7 (2024) (Beløp i 1000 NOK)","14 800 (2024) (Beløp i 1000 NOK)","Dataprogramvare og -utvikling","1","Fjellsdalen 3, 5155 Bønes","2025-12-17 09:39:59.155+00",
,,"borgforvaltning.no","Borg Forvaltning AS","https://borgforvaltning.no/","borgforvaltning.no","","","","","","0","Fornebuveien 11, 1366 Lysaker","2025-12-09 09:39:57.834+00",
,,"norkon.net","Norkon AS","http://www.norkon.net","norkon.net","928657043","https://www.proff.no/selskap/norkon-as/oslo/dataprogramvare-og-utvikling/IFCWCCZ009O","NOK −13 798 (Beløp i 1000) (2024)","NOK 24 004 (Beløp i 1000) (2024)","Dataprogramvare og -utvikling","17","Christian Krohgs Gate 16, 0168 Oslo","2025-12-10 09:39:58.263+00",
,,"citycon.com","Citycon Senterdrift as","https://www.citycon.com/no","citycon.com","","","","","","0","Verkstedveien 1, 0277 Oslo","2025-12-09 09:39:57.834+00",
,,"vestlandfylke.no","Vestland fylkeskommune","vestlandfylke.no","vestlandfylke.no","821 311 632","https://www.proff.no/selskap/vestland-fylkeskommune/bergen/offentlig-administrasjon/IDKZK4010JX","","No data","Offentlig administrasjon","7201","5020 Bergen","2025-12-10 09:39:58.263+00",
,,"miles.no","Miles AS","https://www.miles.no/","miles.no","988 340 316","https://www.proff.no/selskap/miles-as-avd-stavanger/stavanger/it-konsulenter-og-r%C3%B8dgivning/IGHJ2V303DC","NOK 14 405 000 (2024)","NOK 388 250 000 (2024)","IT-konsulenter og rådgivning","64","Skagenkaien 35, 4006 Stavanger","2025-12-12 09:39:58.128+00",
,,"handelsbanken.no","Handelsbanken Norge","http://www.handelsbanken.no","handelsbanken.no","971 171 324","https://www.proff.no/selskap/svenska-handelsbanken-ab-nuf/oslo/finans/IG27KL80RSY","32 789 000 (2024)","No data","Banker , Finans","563","Cort Adelers gate 30, Oslo, Norge, 0251 Oslo","2025-12-13 09:39:58.049+00",
,,"pearlgroup.no","Pearl Norge AS","https://www.pearlgroup.no/","pearlgroup.no","918 777 474","https://www.proff.no/selskap/pearl-norge-as/lysaker/dataprogramvare-og-utvikling/IF70L8I009O","52 356 000 NOK (2024)","403 359 000 NOK (2024)","Dataprogramvare og -utvikling","109","Lysaker Torg 45, 1366 Lysaker","2025-12-13 09:39:58.049+00",
,,"soeiendom.no","Stor-Oslo Eiendom AS","https://www.soeiendom.no/","soeiendom.no","","","","","","0","Dronning Eufemias gate 16, 0191 Oslo","2025-12-15 09:39:57.89+00",
,,"aptic.net","Aptic AB","aptic.net","aptic.net","916876955","https://www.proff.no/roller/aptic-ab/se-541-32-sk%C3%B6vde-se/-/916876955","539 (Beløp i 1000) (2017)","24 674 (Beløp i 1000) (2017)","Dataprogramvare og -utvikling","1","Skövde","2025-12-13 09:39:58.049+00",
,,"indracompany.com","Indra Navia AS","indracompany.com","indracompany.com","914785200","https://www.proff.no/selskap/indra-navia-as/asker/elektronikkproduksjon-og-utstyr/IF4N0S010N0","121 450 (Beløp i 1000 NOK, 2024)","791 309 (Beløp i 1000 NOK, 2024)","Elektronikkproduksjon og utstyr","233","Hagaløkkveien 26, 1383 Asker","2025-12-13 09:39:58.049+00",
,,"intrum.com","Intrum AS","http://www.intrum.com","intrum.com","835 302 202","https://www.proff.no/selskap/intrum-as/lysaker/inkasso/IDTBFAY07ZR","14 780 (in 1000 NOK, 2024)","867 761 (in 1000 NOK, 2024)","Inkasso","334","Lysakertorg 8, 1366 Lysaker","2025-12-12 09:39:58.128+00",
,,"kameleongruppen.no","Kameleon Solutions AS","https://www.kameleongruppen.no/","kameleongruppen.no","981 403 398","https://www.proff.no/selskap/kameleon-solutions-as-avd-asker/%C3%A5ros/grossister/IG8BAVI10NS","5 808 (Beløp i 1000 NOK) (2024)","111 344 (Beløp i 1000 NOK) (2024)","Grossister; Maskiner og utstyr","44","Åros, Norge, Åros, 3474 Åros","2025-12-11 09:39:57.974+00",
,,"careers.visma.com","Visma Software International AS","https://careers.visma.com/","careers.visma.com","980 858 073","https://www.proff.no/selskap/visma-software-international-as/oslo/dataprogramvare-og-utvikling/IG7Z6XL009O","NOK 3,108,000 (2024)","NOK 1,111,833,000 (2024)","Data software and development","175","Karenslyst Allé 56, 0277 Oslo","2025-12-11 09:39:57.974+00",
,,"kognsberg.com","Kongsberg IT","http://www.kognsberg.com","kognsberg.com","","","","No data","No data","0","Kirkegårdsveien 45, 3616 Kongsberg","2025-12-11 09:39:57.974+00",
,,"statkraft.com","Statkraft Energi AS","http://www.statkraft.com","statkraft.com","987 059 729","https://www.proff.no/selskap/statkraft-energi-as/-/akvakultur/IGBO45T000M","NOK 17 225M (2024)","NOK 32 197M (2024)","Produksjon av elektrisitet fra vannkraft","1265","Lilleakerveien 6A, 0283 Oslo","2025-12-11 09:39:57.974+00",
,,"innovadynamics.no","Innova Dynamics","https://innovadynamics.no","innovadynamics.no","927 678 594","https://www.proff.no/selskap/innova-dynamics-as/oslo/dataprogramvare-og-utvikling/IFCBDDU009O","NOK -3,954,000 (2024)","NOK 18,710,000 (2024)","Dataprogramvare og -utvikling","5","Schweigaards gate 14, 0185 Oslo","2025-12-11 09:39:57.974+00",
,,"simula.no","Simula Research Laboratory","https://simula.no","simula.no","984 648 855","https://www.proff.no/varemerker/simula-research-laboratory-as/oslo/faglig-vitenskapelig-og-teknisk-virksomhet/984648855","NOK 5 834 (2024)","NOK 172 799 (2024)","Forskning og utvikling","109","Kristian Augusts gate 23, 0164 Oslo","2025-12-13 09:39:58.049+00",
,,"twoday.no","Twoday","https://www.twoday.no/","twoday.no","990 432 368","https://www.proff.no/selskap/twoday-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IGDOEI803DC","Resultat før skatt 2024 94 529 (Beløp i 1000)","Sum driftsinntekter 2024 945 888 (Beløp i 1000)","Dataprogrammeringstjenester; Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av IT-systemer","418","Karenslyst Allé 57, 0277 Oslo","2025-12-16 09:39:58.323+00",
,,"hageland.no","VIDDALS GARTNERI AS","https://hageland.no/hagesentere/hageland-viddal","hageland.no","","","","","","0","Brusdalsvegen 304, 6011 Ålesund","2025-12-21 09:39:58.087+00",
,,"bube.no","Buksér og Berging AS","https://www.bube.no","bube.no","964 321 663","https://www.proff.no/selskap/bukser-og-berging-as/lysaker/offshoretjenester/IFY4RCV07RY","NOK 269,986,000 (2024)","NOK 1,360,448,000 (2024)","Offshoretjenester, Transport","37","Vollsveien 4, 1366 Lysaker, 1366 Lysaker","2025-12-12 09:39:58.128+00",
,,"pjl.no","Paul J. Loland AS","http://www.pjl.no","pjl.no","","","","","","0","Saltverket 20b, 4515 Mandal","2025-12-12 09:39:58.128+00",
,,"solorbioenergi.no","Solør Bioenergi Utility Solutions AS","https://www.solorbioenergi.no","solorbioenergi.no","","","","","","0","Raufoss Industripark, 2830 Raufoss","2025-12-15 09:39:57.89+00",
,,"noba.bank","NOBA BANK GROUP","https://www.noba.bank/","noba.bank","916 573 154","https://www.proff.no/selskap/bank-norwegian-en-filial-av-noba-bank-group-ab-publ/fornebu/banker/IF5PCDE07ZD","NOK 1,937,536,000 (2024)","NOK 6,169,487,000 (2024)","Banker og kredittforetak","238","Snarøyveien 36, 1364 Fornebu","2025-12-12 09:39:58.128+00",
,,"aksell.no","Aksell AS","https://aksell.no/","aksell.no","","","","","","0","Myrens verksted 2, 0473 Oslo","2025-12-13 09:39:58.049+00",
,,"ntcservices.no","NTC Services as","https://ntcservices.no/no/","ntcservices.no","835 808 092","https://www.proff.no/selskap/ntc-services-as/billingstad/it-konsulenter-og-r%C3%A5dgivning/IDTM9NG03DC","","No data","IT-konsulenter og rådgivning","0","Billingstadsletta 17, 1396 Billingstad","2025-12-11 09:39:57.974+00",
,,"dio.dep.no","Departementenes digitaliseringsorganisasjon","https://www.dio.dep.no/","dio.dep.no","932 931 311","https://www.proff.no/selskap/departementenes-digitaliseringsorganisasjon-dio/oslo/offentlig-administrasjon/IFFFYEN10JX","","No data","Generell offentlig administrasjon","220","Biskop Gunnerus gate 6, 0154 Oslo","2025-12-13 09:39:58.049+00",
,,"new.abb.com","ABB AS","https://new.abb.com/no","new.abb.com","982 085 160","https://www.proff.no/selskap/abb-as/fornebu/industrimaskiner-og-utstyr-installasjon/IG8PHRC10O6","823 840 (Beløp i 1000)","8 194 655 (Beløp i 1000)","Industrimaskiner og utstyr, installasjon","0","Snarøyveien 30, bygg M, 1360 Fornebu","2025-12-12 09:39:58.128+00",
,,"saltship.com","Salt Ship Design","https://saltship.com","saltship.com","897 523 752","https://www.proff.no/selskap/salt-ship-design-as/stord/industridesignere/IEUD1RC00N9","NOK 81 820 (2024)","NOK 231 100 (2024)","Industri-, produkt- og motedesignvirksomhet","53","Sunnhordlandskaien 1, 5411 Stord","2025-12-13 09:39:58.049+00",
,,"rebil.no","Rebil Mobility AS","https://www.rebil.no","rebil.no","925924156","https://www.proff.no/selskap/rebil-mobility-as/kl%C3%B8fta/biler-og-kj%C3%B8ret%C3%B8y/IFB9RNG0CUX","NOK −1 612 (2024) (Beløp i 1000 NOK)","NOK 481 195 (2024) (Beløp i 1000 NOK)","Detaljhandel med motorvogner","57","Dyrskuevegen 4, 2040 Kløfta, Norge, 2040 Kløfta","2025-12-13 09:39:58.049+00",
,,"kaercher.com","Kärcher is the world's leading supplier of cleaning technology and stands for quality, innovation and sustainability. We owe this success to our more than 3,700 employees in Winnenden near Stuttgart and Bühlertal near Schwäbisch Hall and the unique Kärcher WOW feeling. As a family-owned company with solid corporate structures we offer WOW-tastic career prospects, a real drive to get things done, and a trusting drive and a trusting working atmosphere.","http://www.kaercher.com","kaercher.com","","","","","","0","Stanseveien 31, 0976 Oslo, 0976 Oslo","2025-12-11 09:39:57.974+00",
,,"nhn.no","Norsk helsenett","https://www.nhn.no/","nhn.no","994 598 759","https://www.proff.no/selskap/norsk-helsenett-sf-moss/moss/it-konsulenter-og-r%C3%A5dgivning/IFHA26403DC","NOK 70,698,000 (2024)","NOK 2,212,852,000 (2024)","IT-konsulenter og rådgivning, Konsulenter","15","Dronningens gate 19, 1530 Moss","2025-12-12 09:39:58.128+00",
,,"defendable.com","Defendable AS","https://defendable.com/","defendable.com","925 880 140","https://www.proff.no/selskap/defendable-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IFB8TOS03DC","Resultat før skatt 2024: −42 330 (Beløp i 1000, NOK)","Sum driftsinntekter 2024: 81 540 (Beløp i 1000, NOK)","IT-konsulenter og rådgivning, Konsulenter","91","Munkedamsveien 45, 0250 Oslo","2025-12-16 09:39:58.323+00",
,,"mrfylke.no","Bli med å utvikle regionen saman med oss!","http://mrfylke.no/jobb","mrfylke.no","","","","No data","No data","0","Julsundvegen 9, 6412 Molde","2025-12-12 09:39:58.128+00",
,,"noisolation.com","No Isolation","noisolation.com","noisolation.com","815 716 272","https://www.proff.no/selskap/no-isolation-as/oslo/dataprogramvare-og-utvikling/IDHNMPC009O","NOK 5 360 000 (2024)","NOK 37 878 000 (2024)","Dataprogramvare og -utvikling","22","Oslo","2025-12-12 09:39:58.128+00",
,,"solwr.com","Solwr","https://solwr.com","solwr.com","933 322 645","https://www.proff.no/selskap/solwr-as/%C3%A5lesund/dataprogramvare-og-utvikling/IFFOCD1009O","NOK -2,633,000 (2024)","NOK 105,792,000 (2024)","Dataprogramvare og -utvikling","51","Østre Gangstøvika 8, 6009 Ålesund","2025-12-20 09:39:59.883+00",
,,"noteless.no","Noteless","https://www.noteless.no/","noteless.no","932 320 061","https://www.proff.no/selskap/noteless-as/oslo/dataprogramvare-og-utvikling/IFF2URH009O","−2 180 (Beløp i 1000, 2024)","3 266 (Beløp i 1000, 2024)","Dataprogramvare og -utvikling","22","Gaustadalléen 21, 0349 Oslo","2025-12-15 09:39:57.89+00",
,,"amestosolutions.no","Amesto Solutions","https://www.amestosolutions.no","amestosolutions.no","980 607 259","https://www.proff.no/selskap/amesto-solutions-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IG7TTEJ03DC","NOK 16 201 (2024)","NOK 183 681 (2024)","IT-konsulenter og rådgivning","71","Smeltedigelen 1, 0195 Oslo","2025-12-13 09:39:58.049+00",
,,"cognizant.com","Cognizant Technology Solutions Norway AS","https://www.cognizant.com/no/nb","cognizant.com","988 707 031","https://www.proff.no/selskap/cognizant-technology-solutions-norway-as/lysaker/dataprogramvare-og-utvikling/IGCNF87009O","NOK 46 134 (2024)","NOK 414 932 (2024)","Dataprogramvare og -utvikling","131","Professor Kohts vei 9, 1366 Lysaker","2025-12-15 09:39:57.89+00",
,,"exorlive.com","ExorLive AS","https://exorlive.com","exorlive.com","985542597","https://www.proff.no/selskap/exorlive-as/oslo/dataprogramvare-og-utvikling/IGARLJ9009O","NOK 22 301 (Beløp i 1000) (2024)","NOK 68 256 (Beløp i 1000) (2024)","Dataprogramvare og -utvikling","44","Hovfaret 4, 0275 Oslo","2025-12-13 09:39:58.049+00",
,,"khm.uio.no","Kulturhistorisk museum","khm.uio.no","khm.uio.no","971 035 854","https://www.proff.no/selskap/kulturhistorisk-museum/oslo/museer-og-samlinger/IFBM0OR013L","","No data","Drift av kulturhistoriske museer","208","Oslo","2025-12-13 09:39:58.049+00",
,,"avoki.com","Avoki","http://www.avoki.com","avoki.com","","","","","","0","Alf Bjerckes vei 10, 0582 Oslo","2025-12-11 09:39:57.974+00",
,,"vard.com","Vard Group AS","http://www.vard.com","vard.com","980 100 820","https://www.proff.no/selskap/vard-group-as/%C3%A5lesund/designere/IG7IYMS009Y","NOK 207132000 (2024)","NOK 10237272000 (2024)","Båtbyggerier, Designere, Industridesignere","840","Skansekaia 2, 6002 Ålesund","2025-12-15 09:39:57.89+00",
,,"aimz.no","Aimz AS","https://aimz.no/","aimz.no","933 876 179","https://www.proff.no/selskap/aimz-as/oslo/dataprogramvare-og-utvikling/IFG07GZ009O","NOK 33,000 (2024)","NOK 50,000 (2024)","Dataprogramvareutvikling","1","Standardveien 1, 0581 Oslo","2025-12-12 09:39:58.128+00",
,,"siteservice.no","Site Service AS","https://siteservice.no/","siteservice.no","","","","","","0","Industriveien 18, 1481 Hagan","2025-12-13 09:39:58.049+00",
