"Rows from: systek_raw_rows","id","company_key","name","domain","clean_domain","orgnr","proff_url","profit_before_tax","turnover","industry","company_size","location","created_at","updated_at"
,,"itslearning.com","itslearning AS","https://itslearning.com/","itslearning.com","980 682 765","https://www.proff.no/selskap/itslearning-as/bergen/dataprogramvare-og-utvikling/IG7VFNX009O","-14 757 (Beløp i 1000) (2024)","263 793 (Beløp i 1000) (2024)","Dataprogramvare og -utvikling","62","Edvard Griegsvei 1, 5059 Bergen","2026-01-08 09:39:58.494+00",
,,"lillestrom.kommune.no","Lillestrøm kommune","https://www.lillestrom.kommune.no","lillestrom.kommune.no","820 710 592","https://www.proff.no/selskap/lillestr%C3%B8m-kommune/lillestr%C3%B8m/offentlig-administrasjon/IDKMOCG10JX","","No data","Generell offentlig administrasjon","10185","Jonas Lies gate 18, 2000 Lillestrøm","2025-12-16 09:39:58.323+00",
,,"d-eng.no","DYNAMIC ENGINEERING AS","https://www.d-eng.no/#/","d-eng.no","919357444","https://www.proff.no/selskap/dynamic-engineering-as/drammen/tekniske-konsulenter/IF7D0QS01OU","NOK 4,204,000 (2024)","NOK 38,305,000 (2024)","Tekniske konsulenter","21","Stemmane 6, 4636 Kristiansand S","2025-12-18 09:39:58.372+00",
,,"formue.no","Formue","https://formue.no/","formue.no","982168716","https://www.proff.no/selskap/formue-as/-/-/982168716","NOK 13,150k (2024)","No data","Andre tjenester tilknyttet finansieringsvirksomhet og kollektive investeringsfond","54","Henrik Ibsens gate 53, 0255 Oslo","2025-12-17 09:40:00.22+00",
,,"vikingfootwear.com","Viking Footwear","https://vikingfootwear.com/no","vikingfootwear.com","","","","","","0","Brynsveien 16B 0667 Oslo Norway, 0667 Oslo","2025-12-17 09:40:00.22+00",
,,"norsk-tipping.no","Norsk Tipping","https://www.norsk-tipping.no/karriere/ledige-stillinger","norsk-tipping.no","925 836 613","https://www.proff.no/selskap/norsk-tipping-as/hamar/lotteri-og-spillvirksomhet/IFB7W3P00ZC","NOK 8,038,000,000 (2024)","NOK 54,468,000,000 (2024)","Lotteri- og spillvirksomhet","451","2315 Hamar","2025-12-16 09:39:58.323+00",
,,"iteam.no","iteam","https://iteam.no/","iteam.no","923 456 317","https://www.proff.no/selskap/iteam-as-avd-molde/-/-/930231371","","No data","Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av IT-systemer","1","Grandfjæra 22A, 6415 Molde","2025-12-16 09:39:58.323+00",
,,"larvik.kommune.no","Larvik kommune","larvik.kommune.no","larvik.kommune.no","918 082 956","https://www.proff.no/selskap/larvik-kommune/larvik/offentlig-administrasjon/IF6LPCC10JX-1","","No data","Generell offentlig administrasjon","0","Larvik","2025-12-17 09:39:59.155+00",
,,"k-ikt.no","Kongsbergregionen IKT, Notodden kommune(vertskommune)","https://k-ikt.no/","k-ikt.no","915 958 109","https://www.proff.no/selskap/kongsbergregionen-ikt-drift/notodden/offentlig-administrasjon/IF5C5ST10JX","","No data","Offentlig administrasjon","27","Rådhusgata, 3616 Kongsberg","2025-12-16 09:39:58.323+00",
,,"frukt.no","Stiftelsen Opplysningskontoret for frukt og grønt","https://www.frukt.no/","frukt.no","983 084 915","https://www.proff.no/selskap/opplysningskontoret-for-frukt-og-gr%C3%B8nt/langhus/it-annet/IG9AX6B10OA-1","NOK -2 046 000 (2024)","NOK 59 969 000 (2024)","IT - annet","11","Langhus, Norge, 1405 Langhus","2025-12-16 09:39:58.323+00",
,,"highcharts.com","HIGHSOFT AS","https://www.highcharts.com/about/","highcharts.com","996 840 506","https://www.proff.no/selskap/highsoft-as-vik-i-sogn/vik-i-sogn/dataprogramvare-og-utvikling/IGHI3XA009O","8 859 (Beløp i 1000, 2024)","101 386 (Beløp i 1000, 2024)","Dataprogramvare og utvikling","37","Sentrumsgata 44, 6893 Vik i Sogn","2025-12-16 09:39:58.323+00",
,,"vitusapotek.no","Vitusapotek","https://www.vitusapotek.no/","vitusapotek.no","965336796","https://www.proff.no/selskap/vitusapotek/oslo/detaljhandel/IFYQIN010MN-1","NOK 527 181 (2025) (Beløp i 1000)","NOK 11 907 148 (2025) (Beløp i 1000)","Apotek og farmasøytiske varer","3648","Alf Bjerckes vei 28, 0596 Oslo","2025-12-17 09:40:00.22+00",
,,"urbanpioneers.no","Urban Pioneers AS","https://urbanpioneers.no/no-no","urbanpioneers.no","","","","","","0","Birkedalsveien 26, 4640 Søgne","2025-12-16 09:39:58.323+00",
,,"nrk.no","NORSK RIKSKRINGKASTING AS","nrk.no","nrk.no","976 390 512","https://www.proff.no/selskap/nrk-norsk-rikskringkasting-as/oslo/tv-selskaper/IG5BFQO01SK","","No data","Fjernsynsprogramvirksomhet, kringkasting og distribuering av audiovisuelle medier","4158","0340 Oslo","2025-12-15 09:39:57.89+00",
,,"inission.com","Inission Halden AS","http://www.inission.com","inission.com","990 212 945","https://www.proff.no/selskap/axxe-as/halden/elektronikkproduksjon-og-utstyr/IGDJP7510N0","Resultat ff8r skatt2024 17 346","Sum driftsinntekter2024 162 853","Tele-, IT og energibransjen","65","Isebakkeveien 25, 1778 Halden","2025-12-17 09:40:00.22+00",
,,"ringsaker.kommune.no","Ringsaker kommune","https://www.ringsaker.kommune.no/","ringsaker.kommune.no","864950582","https://www.proff.no/selskap/ringsaker-kommune/brumunddal/offentlig-administrasjon/IEAYW5210JX","","No data","Generell offentlig administrasjon","4750","Brugata 2, 2380 Brumunddal","2025-12-16 09:39:58.323+00",
,,"skatteetaten.no","Skatteetaten","skatteetaten.no","skatteetaten.no","974 761 076","https://www.proff.no/selskap/skatteetaten/oslo/offentlig-administrasjon/IG4CIGK10JX-1","","No data","Offentlig administrasjon","7184","Oslo","2025-12-16 09:39:58.46+00",
,,"nsm.no","Nasjonal sikkerhetsmyndighet (NSM)","nsm.no","nsm.no","","https://www.proff.no/selskap/nasjonal-sikkerhetsmyndighet-nsm/-/-/985165262","","","","0","","2025-12-17 09:39:59.155+00",
,,"helse-bergen.no","Helse Bergen HF","www.helse-bergen.no","helse-bergen.no","983 974 724","https://www.proff.no/selskap/helse-bergen-hf-haukeland-universitetssjukehus/bergen/detaljhandel/IG9TZR810MN","","16 940 838 (2024)","Somatiske sykehustjenester, Detaljhandel med apotekvarer, Førskoleundervisning og drift av barnehager","14640","Haukelandsveien 22, 5021 Bergen","2025-12-16 09:39:58.323+00",
,,"headenergy.no","Head Energy Consulting AS","http://www.headenergy.no","headenergy.no","997 156 765","https://www.proff.no/selskap/head-energy-consulting-as-avd-oslo/oslo/tekniske-konsulenter/IFCR6YR01OU","33 319 (2024)","1 140 519 (2024)","tekniske konsulenter","61","Oslo, Norge, 0154 Oslo","2025-12-16 09:39:58.323+00",
,,"nb.no","Nasjonalbiblioteket","http://www.nb.no","nb.no","976 029 100","https://www.proff.no/selskap/nasjonalbiblioteket-avd-rana/mo-i-rana/biblioteker-og-arkiver/IG4BOU210M1","","No data","Biblioteker og arkiver","309","Finsetveien 2, 8624 Mo i Rana","2025-12-16 09:39:58.323+00",
,,"sykehuset-ostfold.no","Sykehuset Østfold HF","www.sykehuset-ostfold.no","sykehuset-ostfold.no","983 971 768","https://www.proff.no/selskap/sykehuset-%C3%B8stfold-hf/gr%C3%A5lum/laboratorier/IG9TXH400WQ-5","NOK 121,329,000 (2024)","NOK 9,533,956,000 (2024)","Sykehus , Helsetjenester , Laboratorier","8035","1714 Grålum","2025-12-16 09:39:58.323+00",
,,"oslofjord.com","Oslofjord Hotel AS","https://oslofjord.com/ledige-stillinger-oslofjord/","oslofjord.com","930 471 992","https://www.proff.no/selskap/oslofjord-hotel-as/melsomvik/hoteller-og-andre-overnattingssteder/IFDZ8S800LQ","22 232 (Beløp i 1000) (2024)","492 585 (Beløp i 1000) (2024)","Drift av hoteller","259","Oslofjordveien 9, 3159 Melsomvik","2025-12-16 09:39:58.323+00",
,,"kinly.com","Kinly AS","http://kinly.com","kinly.com","980 363 198","https://www.proff.no/selskap/kinly-as-avd-fornebu/fornebu/grossister/IGB0IT710NS","39 392 (2024)","No data","No data","76","Rolfsbuktveien 4D, 1364 Fornebu","2025-12-17 09:40:00.22+00",
,,"sjt.no","Statens jernbanetilsyn","http://www.sjt.no","sjt.no","","","","","","0","C. J. Hambros plass 2d, 0164 Oslo","2025-12-16 09:39:58.323+00",
,,"nye.obos.no","OBOS","https://nye.obos.no/","nye.obos.no","937052766","https://www.proff.no/selskap/obos/oslo/eiendomsforvaltning-og-utvikling/IFHWAJI00B0-1","","No data","Eiendomsforvaltning og -utvikling","425","Construction City, Standardveien 1, 0581 Oslo, Norge, 0581 Oslo","2025-12-17 09:39:59.155+00",
,,"kreatif.no","Kreatif AS","https://www.kreatif.no/","kreatif.no","999 307 523","https://www.proff.no/selskap/kreatif-as/moss/dataprogramvare-og-utvikling/IGIYMMB009O","NOK 1 200 (2024)","NOK 14 264 (2024)","Dataprogramvare og -utvikling","12","Rabekkgata 9, 1523 Moss","2025-12-16 09:39:58.46+00",
,,"egsoftware.com","EG","https://egsoftware.com/no","egsoftware.com","983 781 233","https://www.proff.no/selskap/eg-norge-as-avd-oslo/oslo/it-konsulenter-og-r%C3%A5dgivning/IGGB9P703DC","−252 485 (Beløp i 1000) (2024)","373 555 (Beløp i 1000) (2024)","IT-konsulenter og rådgivning","83","Hoffsveien 4, 0275 Oslo","2025-12-17 09:40:00.22+00",
,,"riksantikvaren.no","Riksantikvaren","http://www.riksantikvaren.no","riksantikvaren.no","974 760 819","https://www.proff.no/selskap/riksantikvaren-flesberg-stavkirke/oslo/offentlig-administrasjon/IG4CI9F10JX","","No data","Offentlig administrasjon","147","Schweigaards gate 28, 0191 Oslo","2025-12-16 09:39:58.323+00",
,,"lindbak.no","Lindbak","https://www.lindbak.no/","lindbak.no","991 676 295","https://www.proff.no/selskap/lindbak-it-as/gj%C3%B8vik/it-konsulenter-og-r%C3%A5dgivning/IGEF2BR03DC","NOK 4 921 (2024)","NOK 60 593 (2024)","IT-konsulenter og rådgivning","28","Ringvegen 16, 2815 Gjøvik","2025-12-17 09:40:00.22+00",
,,"intility.com","Intility","https://intility.com","intility.com","981 967 070","https://www.proff.no/selskap/intility-as/oslo/it-konsulenter-og-r%C3%A5dgivning/IG8MYN203DC","NOK 231 741 (2024)","NOK 1 520 685 (2024)","IT consultants and advisory","634","Schweigaards gate 39, 0191 Oslo","2025-12-16 09:39:58.323+00",
,,"sognenett.no","Sognenett","https://www.sognenett.no/","sognenett.no","991 955 690","https://www.proff.no/selskap/sognenett-as/sogndal/telekommunikasjon/IGEL1WQ01PE","NOK 8 831 (2024)","NOK 74 890 (2024)","Telekommunikasjon","22","Dalavegen 25, 6856 Sogndal","2025-12-16 09:39:58.323+00",
,,"drammen.kommune.no","Drammen kommune","https://www.drammen.kommune.no/","drammen.kommune.no","921 234 554","https://www.proff.no/selskap/drammen-kommune/drammen/offentlig-administrasjon/IF8H94Q10JX-1","","No data","Generell offentlig administrasjon","10844","Ingvald Ludvigsens gate 17, 3027 Drammen","2025-12-16 09:39:58.323+00",
,,"dhl.com","DHL Global Forwarding (Norway) AS","http://dhl.com/","dhl.com","936 972 403","https://www.proff.no/selskap/dhl-global-forwarding-norway-as/skedsmokorset/transport/IFHUKJ708ND","NOK 34,908,000 (2024)","NOK 1,121,186,000 (2024)","Spedisjon og fortolling; Transport","131","Gneisveien 3, Skedsmokorset, 2020 Skedsmokorset","2025-12-16 09:39:58.323+00",
,,"inn.no","Universitetet i Innlandet","https://www.inn.no/","inn.no","","","","","","0","Holsetgata 31, 2318 Hamar","2025-12-17 09:40:00.22+00",
,,"vardacare.com","Varda Care AS","https://vardacare.com","vardacare.com","924 413 026","https://www.proff.no/selskap/varda-care-as/%C3%A5lesund/designere/IFADDNM009Y","NOK -5 919 000 (2024)","NOK 1 210 000 (2024)","Designere, Industridesignere","5","Kjøpmannsgata 3, 6005 Ålesund","2025-12-16 09:39:58.323+00",
,,"graminor.no","Graminor AS","https://graminor.no/","graminor.no","967 247 359","https://www.proff.no/selskap/graminor-as/ridabu/forskning-og-utvikling/IFZVGU700FV","Resultat før skatt2024 668","Sum driftsinntekter2024 85 979","Forskning og utvikling","44","Hommelstadvegen 60, 2322 Ridabu","2025-12-17 09:40:00.22+00",
,,"kristiansund.kommune.no","Kristiansund kommune","https://www.kristiansund.kommune.no/","kristiansund.kommune.no","991 891 919","https://www.proff.no/selskap/kristiansund-kommune/kristiansund-n/offentlig-administrasjon/IGEJOPB10JX","","No data","Generell offentlig administrasjon","3109","Vågeveien 4, 6501 Kristiansund N","2025-12-17 09:40:00.22+00",
,,"norskluftambulanse.no","Norsk Luftambulanse Teknologi","https://norskluftambulanse.no","norskluftambulanse.no","","","","","","0","Drøbakveien 191, Ås, Norge, 1433 Ås","2025-12-16 09:39:58.323+00",
,,"udi.no","UDI","http://www.udi.no","udi.no","974 760 746","https://www.proff.no/selskap/utlendingsdirektoratet/-/-/974760746","","No data","Generell offentlig administrasjon","1168","Vestre Strandgate 55, 4612 Kristiansand S","2025-12-16 09:39:58.323+00",
,,"sectoralarm.com","Sector Alarm AS","https://www.sectoralarm.com/","sectoralarm.com","975 368 211","https://www.proff.no/selskap/sector-alarm-as/oslo/vaktselskaper/IG4PIXF01TJ","366 945 (Beløp i 1000, NOK) for 2024","979 196 (Beløp i 1000, NOK) for 2024","Vaktselskaper","23","Vitaminveien 1A, 0485 Oslo","2025-12-16 09:39:58.323+00",
,,"tibe.no","TIBE","tibe.no","tibe.no","876 556 642","https://www.proff.no/selskap/tibe-t-reklamebyr%C3%A5-as/trondheim/reklamebyr%C3%A5er/IEHVNFM01DI","NOK 48 000 (2024)","NOK 8 838 000 (2024)","Reklamebyråvirksomhet","6","Trondheim","2025-12-16 09:39:58.46+00",
,,"experis.no","EXPERIS AS","experis.no","experis.no","982 683 955","https://www.proff.no/selskap/experis-as/oslo/kontor-og-teletjenester/IG92BSJ07SL","-63 969 (1000 NOK) 2024","1 473 912 (1000 NOK) 2024","Tekniske konsulenter; IT-konsulenter og rådgivning; Konsulenter; Kontor- og teletjenester; Annen forretningsmessig tjenesteyting","491","0187 Oslo","2025-12-18 09:39:58.372+00",
,,"kristiansand.kommune.no","Kristiansand kommune","kristiansand.kommune.no","kristiansand.kommune.no","820 852 982","https://www.proff.no/selskap/kristiansand-kommune/kristiansand-s/offentlig-administrasjon/IDKPQ7Q10JX","","No data","Generell offentlig administrasjon","14528","Kristiansand S","2025-12-18 09:39:58.679+00",
,,"tomra.com","Tomra","tomra.com/nb-no","tomra.com","Org nr 927 124 238","https://www.proff.no/selskap/tomra-systems-asa/asker/produsenter/IFBZHN2016D","Resultat ff8r skatt2024 1 009 000","Sum driftsinntekter2024 3 110 000","No data","401","Drengsrudhagen 2, 1385 Asker","2025-12-17 09:40:00.22+00",
,,"askoy.kommune.no","Askøy kommune","askoy.kommune.no","askoy.kommune.no","964 338 442","https://www.proff.no/selskap/ask%C3%B8y-kommune/kleppest%C3%B8/offentlig-administrasjon/IFY54AY10JX-1","","No data","Generell offentlig administrasjon","3337","Kleppestø","2025-12-18 09:39:58.372+00",
,,"tess.no","TESS Vest as","https://tess.no","tess.no","","","","","","0","Eitrheimsneset 1, 5750 Odda","2025-12-17 09:40:00.22+00",
,,"mattilsynet.no","Mattilsynet","mattilsynet.no","mattilsynet.no","985 399 077","https://www.proff.no/selskap/mattilsynet/oslo/offentlig-administrasjon/IGAOISL10JX","","No data","Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked","1317","Oslo","2025-12-18 09:39:58.679+00",
,,"vy.no","Vy Buss AS","http://www.vy.no","vy.no","","","","","","0","Vågavegen 25, 6008 Ålesund","2025-12-17 09:40:00.22+00",
,,"ffi.no","Forsvarets forskningsinstitutt","ffi.no","ffi.no","970 963 340","https://www.proff.no/selskap/forsvarets-forskningsinstitutt-ffi/kjeller/forsvaret/IG2343W0BM9","","No data","Forsvarsaktiviteter","944","Kjeller (Instituttveien 20, 2007 Kjeller)","2025-12-18 09:39:58.679+00",
,,"riksrevisjonen.no","Riksrevisjonen","www.riksrevisjonen.no","riksrevisjonen.no","974 760 843","https://www.proff.no/selskap/riksrevisjonen/oslo/offentlig-administrasjon/IG4CIA310JX","","No data","Generell offentlig administrasjon","444","Oslo","2025-12-18 09:39:58.679+00",
,,"sykehuspartner.no","Sykehuspartner HF","sykehuspartner.no","sykehuspartner.no","914 637 651","https://www.proff.no/selskap/sykehuspartner/oslo/sykehus/IGGSBCX10KZ","85 000","5 964 561","","1143","Hoffsveien 1D, 0275 Oslo","2025-12-17 09:40:00.22+00",
,,"norad.no","Norad","norad.no","norad.no","971 277 882","https://www.proff.no/selskap/direktoratet-for-utviklingssamarbeid-norad/oslo/offentlig-administrasjon/IG29UT610JX","","No data","Offentlig administrasjon","401","Bygdøy allé 2, 0257 Oslo","2025-12-17 09:39:59.155+00",
,,"husbanken.no","Husbanken","husbanken.no","husbanken.no","942 114 184","https://www.proff.no/selskap/husbanken/drammen/finans/IFKWRYG0RSY","","No data","Annen kredittgivning","315","Drammen","2025-12-18 09:39:58.679+00",
,,"tind.io","TIND","https://tind.io","tind.io","912 218 538","https://www.proff.no/selskap/tind-technologies-as/oslo/dataprogramvare-og-utvikling/IF340BU009O","9 716 (2024) thousand NOK","27 053 (2024) thousand NOK","Dataprogramvare og -utvikling","13","Marstrandgata 13B, 0566 Oslo","2025-12-19 09:39:58.45+00",
,,"haavind.no","Advokatfirmaet Haavind","https://haavind.no","haavind.no","986 420 177","https://www.proff.no/selskap/advokatfirmaet-haavind-as/oslo/advokater-og-juridiske-tjenester/IGBAEOH07U6","Resultat før skatt 2024 5 654 (Beløp i 1000 NOK)","Sum driftsinntekter 2024 735 167 (Beløp i 1000 NOK)","Advokater og juridiske tjenester","229","Haakon VIIs gate 10, 0101 Oslo","2025-12-18 09:39:58.372+00",
,,"elkjop.no","Elkjøp Horten","https://www.elkjop.no/","elkjop.no","","","","","","0","Strandparken 3, 3187 Horten","2025-12-18 09:39:58.372+00",
,,"dngroup.com","DN Media Group AS","https://www.dngroup.com/","dngroup.com","927 810 921","https://www.proff.no/selskap/dn-media-group-as/oslo/aviser-fagblader-og-tidsskrifter/IFCE7HL0ZDB","Resultat ff8r skatt2024 15 230","Sum driftsinntekter2024 551 440","Aviser, fagblader og tidsskrifter","160","Chr. Krohgs gate 16, 0186 Oslo","2025-12-18 09:39:58.372+00",
,,"kristiania.no","Kristiania University of Applied Sciences","kristiania.no","kristiania.no","954 831 604","https://www.proff.no/selskap/h%C3%B8yskolen-kristiania/oslo/h%C3%B8yskoler-og-universiteter/IFSHCS4101S","Resultat før skatt2024 115 972 (Beløp i 1000 NOK, 2024)","Sum driftsinntekter2024 1 431 327 (Beløp i 1000 NOK, 2024)","Høyskoler og universiteter","1318","Oslo (Kirkegata 24 -26, 0153 Oslo)","2025-12-18 09:39:58.679+00",
,,"laud-media.com","Laud Media AS","https://laud-media.com/","laud-media.com","","","","","","0","Løkka 9, 3271 Larvik","2025-12-19 09:39:58.45+00",
,,"hildinganders.com","Hilding Anders Norway","hildinganders.com","hildinganders.com","951 898 139","https://www.proff.no/selskap/hilding-anders-norway-as/berger/m%C3%B8bler/IFQQHAZ015G","Resultat ff8r skatt2024 25 924","Sum driftsinntekter2024 468 896","Mf8bler","123","Snippen 1, 3075 Berger","2025-12-18 09:39:58.372+00",
,,"technogarden.no","Technogarden AS","http://www.technogarden.no","technogarden.no","","","","","","0","1337 Sandvika","2025-12-18 09:39:58.372+00",
,,"hamran.no","Hamran Snekkerverksted AS","http://www.hamran.no","hamran.no","997 015 142","https://www.proff.no/selskap/hamran-snekkerverksted-as/-/m%C3%B8bler/IGHLHT2015G","-4 627 (2024)","67 566 (2024)","Møbler","48","Lygnaveien 823, 4590 Snartemo","2025-12-17 09:40:00.22+00",
,,"nbim.no","Norges Bank Investment Management","https://www.nbim.no/en/about-us/career/","nbim.no","937 884 117","https://www.proff.no/selskap/norges-bank/oslo/banker/IFIE40L07ZD","No data","No data","Sentralbank","1223","Bankplassen 2, 0151 Oslo","2025-12-18 09:39:58.372+00",
,,"hitachienergy.com","Hitachi Energy Norway AS","hitachienergy.com","hitachienergy.com","921 186 061","https://www.proff.no/selskap/hitachi-energy-norway-as/oslo/elektroverksteder/IF8G7PP00BY","38 396 (Beløp i 1000, 2025)","2 184 418 (Beløp i 1000, 2025)","Elektroverksteder, Reparatører","386","Innspurten 11D, 0663 Oslo","2025-12-18 09:39:58.372+00",
,,"prio.org","Peace Research Institute Oslo (PRIO)","prio.org","prio.org","847 353 732","https://www.proff.no/selskap/peace-research-institute-oslo-prio/oslo/forskning-og-utvikling/IE0HQBO00FV-1","Resultat før skatt 2024 19 453","Sum driftsinntekter 2024 154 541","Faglig, vitenskapelig og teknisk virksomhet; Forskning og utvikling","102","Oslo","2025-12-18 09:39:58.679+00",
