"Rows from: Konfitech Targets - Nikolai - 2nd and 3rd connections Norway relevant","id","company_key","name","domain","clean_domain","orgnr","proff_url","profit_before_tax","turnover","industry","company_size","location","created_at","updated_at"
,,"plaace.co","Plaace","plaace.co","plaace.co",,,,,"IT Services and IT Consulting","22","Oslo, Oslo, Norway",,
,,"steedems.com","Steed Equine Monitoring Solutions","www.steedems.com","steedems.com",,,,,"Technology, Information and Internet","1","Oslo, Oslo, Norway",,
,,"eldenergy.com","Eld Energy","www.eldenergy.com","eldenergy.com",,,,,"Engineering Services","12","",,
,,"lettbutikk.no","Lettbutikk.No","www.lettbutikk.no","lettbutikk.no",,,,,"Transportation, Logistics, Supply Chain and Storage","28","Norway",,
,,"kraftlauget.no","Kraftlauget","kraftlauget.no","kraftlauget.no",,,,,"IT Services and IT Consulting","70","Bergen, Vestland, Norway",,
,,"Ariens Scandinavia AS","Ariens Scandinavia AS","","",,,,,"","0","",,
,,"Østerbø Solutions AS / Østerbø Gruppa AS","Østerbø Solutions AS / Østerbø Gruppa AS","","",,,,,"","0","",,
,,"synplan.ai","Synplan","synplan.ai","synplan.ai",,,,,"IT Services and IT Consulting","9","Oslo, Oslo, Norway",,
,,"vespa.ai","Vespa.Ai","vespa.ai","vespa.ai",,,,,"Technology, Information and Internet","56","Trondheim, Trøndelag, Norway",,
,,"areasim.no","Areasim As","areasim.no","areasim.no",,,,,"Real Estate","2","Oslo, Oslo, Norway",,
,,"checkin.no","Checkin","www.checkin.no","checkin.no",,,,,"Events Services","39","Kristiansand, Agder, Norway",,
,,"nordicshelter.com","Nordic Shelter","www.nordicshelter.com","nordicshelter.com",,,,,"Defense and Space Manufacturing","31","Oslo, Oslo, Norway",,
,,"senergia.no","Senergia As","www.senergia.no","senergia.no",,,,,"Renewable Energy Semiconductor Manufacturing","1","Oslo, Oslo, Norway",,
,,"aquaalarm.ai","Aqua Alarm","www.aquaalarm.ai","aquaalarm.ai",,,,,"Software Development","6","Drammen, Viken, Norway",,
,,"Cipher Norge AS","Cipher Norge AS","","",,,,,"","0","",,
,,"kommunalteknikk.no","Norsk Kommunalteknisk Forening","kommunalteknikk.no","kommunalteknikk.no",,,,,"Government Administration","19","Oslo, Oslo, Norway",,
,,"drammenhelsepark.no","Drammen Helsepark As","drammenhelsepark.no","drammenhelsepark.no",,,,,"Construction","7","Drammen, Viken, Norway",,
,,"Nordic Mining ASA","Nordic Mining ASA","","",,,,,"","0","",,
,,"Medieklyngen","Medieklyngen","","",,,,,"Media Production","15","Bergen, Vestland, Norway",,
,,"marsx.dev","Marsx","www.marsx.dev","marsx.dev",,,,,"Software Development","26","Ulster Park, New York, United States",,
,,"hundredsolutions.com","Hundred Solutions","www.hundredsolutions.com","hundredsolutions.com",,,,,"IT Services and IT Consulting","9","Oslo, Oslo, Norway",,
,,"studiox.no","Studio X As","studiox.no","studiox.no",,,,,"Software Development","10","Sarpsborg, Viken, Norway",,
,,"bodoregion.no","Brus","www.bodoregion.no","bodoregion.no",,,,,"Business Consulting and Services","5","Bodø, Nordland, Norway",,
,,"vanderapartments.com","Vander","vanderapartments.com","vanderapartments.com",,,,,"Hospitality","78","Oslo, Oslo, Norway",,
,,"shiftsecurity.no","Shift Security As","www.shiftsecurity.no","shiftsecurity.no",,,,,"Technology, Information and Internet","6","Drammen, Viken, Norway",,
,,"norwaydatacenters.com","Norwegian Data Center Industry","www.norwaydatacenters.com","norwaydatacenters.com",,,,,"Technology, Information and Internet","10","Oslo, Oslo, Norway",,
,,"salgssystem.no","Salessystem","www.salgssystem.no","salgssystem.no",,,,,"Marketing Services","2","",,
,,"bifrosttug.no","Bifrost Tug As","www.bifrosttug.no","bifrosttug.no",,,,,"Maritime Transportation","2","Fitjar, Vestland, Norway",,
,,"nogne-o.com","Nøgne Ø - Det Kompromissløse Bryggeri As","www.nogne-o.com","nogne-o.com",,,,,"Food & Beverages","13","Grimstad, Agder, Norway",,
,,"crystallize.com","Crystallize","crystallize.com","crystallize.com",,,,,"Software Development","21","Norway",,
,,"reklimate.earth","Reklimate","www.reklimate.earth","reklimate.earth",,,,,"Climate Technology Product Manufacturing","2","",,
,,"brd.no","Bård","brd.no","brd.no",,,,,"Technology, Information and Internet","4","Kopervik, Rogaland, Norway",,
,,"Geo4 Dynamics","Geo4 Dynamics","","",,,,,"Renewable Energy Power Generation","18","Drammen, Viken, Norway",,
,,"unite.no","Unite Event","unite.no","unite.no",,,,,"Events Services","13","Bergen, Vestland, Norway",,
,,"vdcmetrics.com","Vdc Metrics","www.vdcmetrics.com","vdcmetrics.com",,,,,"Construction","2","Palo Alto, California, United States",,
,,"Byggteknikk","Byggteknikk","","",,,,,"","0","",,
,,"crowdmanager.io","Crowdmanager.Io","www.crowdmanager.io","crowdmanager.io",,,,,"Desarrollo de software","18","Oslo, Oslo, Noruega",,
,,"kontali.com","Kontali","www.kontali.com","kontali.com",,,,,"Business Consulting and Services","31","Kristiansund, Møre og Romsdal, Norway",,
,,"collectiagroup.no","Collectia As","www.collectiagroup.no","collectiagroup.no",,,,,"Financial Services","37","Norway",,
,,"distillium.com","Distillium Group","distillium.com","distillium.com",,,,,"Wine & Spirits","4","Norway",,
,,"Rupanicom As","Rupanicom As","","",,,,,"Telecommunications","21","Oslo, Oslo, Norway",,
,,"neowatt.no","Neowatt As","www.neowatt.no","neowatt.no",,,,,"Technology, Information and Internet","1","Nord-Aurdal, Innlandet, Norway",,
,,"dynamicmindset.co","Dynamic Mindset","www.dynamicmindset.co","dynamicmindset.co",,,,,"Professional Training and Coaching","5","Ski, Viken, Norway",,
,,"ulmatec.no","Ulmatec Pyro As","www.ulmatec.no","ulmatec.no",,,,,"Maritime Transportation","22","Ålesund, Møre og Romsdal, Norway",,
,,"norskindustri.no","Norsk Industri","www.norskindustri.no","norskindustri.no",,,,,"Industry Associations","123","Gamle Oslo, Oslo, Norway",,
,,"esbank.no","Marker Og Eidsberg Sparebank","www.esbank.no","esbank.no",,,,,"Banking","60","Askim, Viken, Norway",,
,,"glitterecolovers.com","Glitter Eco Lovers","glitterecolovers.com","glitterecolovers.com",,,,,"Personal Care Product Manufacturing","2","Tønsberg, Vestfold og Telemark, Norway",,
,,"safezone.no","Safezone As","www.safezone.no","safezone.no",,,,,"Construction","4","Trondheim, Trøndelag, Norway",,
,,"piscada.com","Piscada","piscada.com","piscada.com",,,,,"Information Technology & Services","43","Trondheim, Trøndelag, Norway",,
,,"Remadrass As","Remadrass As","","",,,,,"Wholesale Recyclable Materials","4","Jevnaker, Viken, Norway",,
,,"prios.no","Prios Kompetanse As","www.prios.no","prios.no",,,,,"Strategic Management Services","20","Steinkjer, Trøndelag, Norway",,
,,"mymaze.com","Maze","www.mymaze.com","mymaze.com",,,,,"Business Consulting and Services","9","",,
,,"anteambulo.no","Anteambulo","anteambulo.no","anteambulo.no",,,,,"Business Consulting and Services","4","Oslo, Oslo, Norway",,
,,"sogelink.com","Sogelink","www.sogelink.com","sogelink.com",,,,,"Software Development","371","Caluire-et-Cuire, Auvergne-Rhône-Alpes, France",,
,,"alv.no","Alv As","alv.no","alv.no",,,,,"Information Technology & Services","34","Oslo, Oslo, Norway",,
,,"dnv.com","Dnv","www.dnv.com","dnv.com",,,,,"Public Safety","20419","Bamble, Vestfold og Telemark, Norway",,
,,"Tundra Drone AS","Tundra Drone AS","","",,,,,"","0","",,
,,"metso.com","Metso","www.metso.com","metso.com",,,,,"Industrial Machinery Manufacturing","14614","Espoo, Uusimaa, Finland",,
,,"Easee","Easee","","",,,,,"Appliances, Electrical, and Electronics Manufacturing","160","Norway",,
,,"FAB Adventures AS","FAB Adventures AS","","",,,,,"","0","",,
,,"riversecurity.eu","River Security","riversecurity.eu","riversecurity.eu",,,,,"IT Services and IT Consulting","33","Oslo, Oslo, Norway",,
,,"haahjem.no","Haahjem As","www.haahjem.no","haahjem.no",,,,,"Industrial Machinery Manufacturing","7","Giske, Møre og Romsdal, Norway",,
,,"KristerRoss.no","KristerRoss.no","","",,,,,"","0","",,
,,"operaen.no","The Norwegian National Opera & Ballet","www.operaen.no","operaen.no",,,,,"Performing Arts","421","Oslo, Oslo, Norway",,
,,"gcrieber-shipping.com","Gc Rieber Shipping Asa","gcrieber-shipping.com","gcrieber-shipping.com",,,,,"Maritime Transportation","58","Bergen, Vestland, Norway",,
,,"gec-as.com","Gec As","www.gec-as.com","gec-as.com",,,,,"Business Consulting and Services","1","Norway",,
,,"cloudberries.no","Cloudberries As - Råeste På Digital Innovasjon","www.cloudberries.no","cloudberries.no",,,,,"IT Services and IT Consulting","102","Oslo, Oslo, Norway",,
,,"kapo.no","Kapo","kapo.no","kapo.no",,,,,"Environmental Services","20","Oslo, Oslo, Norway",,
,,"Nordic Solergy","Nordic Solergy","","",,,,,"Services for Renewable Energy","2","Norway",,
,,"nortura.no","Nortura","www.nortura.no","nortura.no",,,,,"Retail","1518","Oslo, Oslo, Norway",,
,,"mynder.no","Mynder","www.mynder.no","mynder.no",,,,,"Software Development","5","Bergen, Vestland, Norway",,
,,"cts-group.co","Cts Group","www.cts-group.co","cts-group.co",,,,,"Nonresidential Building Construction","237","Oslo, Oslo, Norway",,
,,"Varme Energy","Varme Energy","","",,,,,"Renewables & Environment","12","Edmonton, Alberta, Canada",,
,,"bergfald.no","Bergfald Miljørådgivere","www.bergfald.no","bergfald.no",,,,,"Environmental Services","10","Oslo, Oslo, Norway",,
,,"Lorn.Tech","Lorn.Tech","","",,,,,"Higher Education","13","Oslo, Oslo, Norway",,
,,"nexblue.com","Nexblue","www.nexblue.com","nexblue.com",,,,,"Appliances, Electrical, and Electronics Manufacturing","16","Stockholm, Stockholm County, Sweden",,
,,"autentik.no","Autentik","www.autentik.no","autentik.no",,,,,"Oil and Gas","9","Norway",,
,,"dbjourney.com","D_B_","www.dbjourney.com","dbjourney.com",,,,,"Sporting Goods Manufacturing","108","Oslo, Oslo, Norway",,
,,"dedicare.se","Dedicare Ab","www.dedicare.se","dedicare.se",,,,,"Staffing and Recruiting","301","Stockholm, Skåne County, Sweden",,
,,"miles.no","Miles As","www.miles.no","miles.no",,,,,"IT Services and IT Consulting","266","Norway",,
,,"wildnorthdigital.no","Wild North","www.wildnorthdigital.no","wildnorthdigital.no",,,,,"Marketing Services","2","",,
,,"a360.com","Abundance360","a360.com","a360.com",,,,,"Professional Training and Coaching","211","Santa Monica, California, United States",,
,,"quadrisefuels.com","Quadrise","www.quadrisefuels.com","quadrisefuels.com",,,,,"Oil and Gas","15","London, England, United Kingdom",,
,,"EcoRise AS","EcoRise AS","","",,,,,"","0","",,
,,"speo.no","Speo Products","www.speo.no","speo.no",,,,,"Automation Machinery Manufacturing","8","Kristiansand, Agder, Norway",,
,,"forelens.com","Forelens","forelens.com","forelens.com",,,,,"Computer and Network Security","1","",,
,,"geoexmcg.com","Geoex Mcg","www.geoexmcg.com","geoexmcg.com",,,,,"Oil and Gas","19","Epsom, England, United Kingdom",,
,,"t-kartor.com","T-Kartor","www.t-kartor.com","t-kartor.com",,,,,"Information Technology & Services","91","Sweden",,
,,"news.microsoft.com","Microsoft","news.microsoft.com","news.microsoft.com",,,,,"Software Development","219241","Redmond, Washington, United States",,
,,"tagore.no","Tagore As","www.tagore.no","tagore.no",,,,,"IT Services and IT Consulting","4","Oslo, Oslo, Norway",,
,,"alpha-pianos.com","Alpha Pianos As","www.alpha-pianos.com","alpha-pianos.com",,,,,"Musicians","3","Oslo, Oslo, Norway",,
,,"styrenavn.no","Styrenavn","www.styrenavn.no","styrenavn.no",,,,,"Business Consulting and Services","3","Oslo, Oslo, Norway",,
,,"verji.no","Verji Tech As","www.verji.no","verji.no",,,,,"IT Services and IT Consulting","15","Kopervik, Rogaland, Norway",,
,,"pexip.com","Pexip","www.pexip.com","pexip.com",,,,,"Software Development","317","Oslo, Oslo, Norway",,
,,"valuesync.ai","Valuesync.Ai","valuesync.ai","valuesync.ai",,,,,"Technology, Information and Internet","3","Oslo, Oslo, Norway",,
,,"straypartners.com","Stray Partners As","www.straypartners.com","straypartners.com",,,,,"Business Consulting and Services","3","Oslo, Oslo, Norway",,
,,"bergenkino.no","Bergen Kino","bergenkino.no","bergenkino.no",,,,,"Entertainment Providers","15","Bergen, Vestland, Norway",,
,,"lesign.no","L'Esign","www.lesign.no","lesign.no",,,,,"Mechanical Or Industrial Engineering","2","Bergen, Vestland, Norway",,
,,"navigy.no","Navigy As","navigy.no","navigy.no",,,,,"Business Consulting and Services","1","",,
,,"envirex.no","Envirex As","www.envirex.no","envirex.no",,,,,"Oil and Gas","32","Bryne, Rogaland, Norway",,
,,"cleanzone.no","Cleanzone As","www.cleanzone.no","cleanzone.no",,,,,"Manufacturing","10","Oslo, Oslo, Norway",,
,,"regnskapgpt.no","Regnskapgpt","regnskapgpt.no","regnskapgpt.no",,,,,"Information Services","2","Oslo, Oslo, Norway",,
,,"thoresenadvisory.no","Thoresen Advisory Partners","www.thoresenadvisory.no","thoresenadvisory.no",,,,,"Business Consulting and Services","1","Oslo, Oslo, Norway",,
,,"bybanen.no","Bybanen As","www.bybanen.no","bybanen.no",,,,,"Urban Transit Services","51","Bergen, Vestland, Norway",,
,,"sykehuset-ostfold.no","Sykehuset Østfold","www.sykehuset-ostfold.no","sykehuset-ostfold.no",,,,,"Hospitals and Health Care","2120","Norway",,
,,"noroff.no","Noroff","www.noroff.no","noroff.no",,,,,"Higher Education","556","Kristiansand, Agder, Norway",,
,,"noba.bank","Noba Bank Group","www.noba.bank","noba.bank",,,,,"Banking","501","Stockholm, Stockholm County, Sweden",,
,,"vertikalservice.no","Vertikal Service - An Archer Company","www.vertikalservice.no","vertikalservice.no",,,,,"Oil and Gas","84","Volda, Møre og Romsdal, Norway",,
,,"Nautilus SJØ","Nautilus SJØ","","",,,,,"","0","",,
,,"playroom.no","Playroom Event","www.playroom.no","playroom.no",,,,,"Events Services","9","Oslo, Oslo, Norway",,
,,"betong.no","Betong Norge","www.betong.no","betong.no",,,,,"Construction","16","Oslo, Oslo, Norway",,
,,"helse-midt.no","Helse Midt-Norge Rhf","www.helse-midt.no","helse-midt.no",,,,,"Hospitals and Health Care","263","Norway",,
,,"sd.no","Sentraldistribusjon As","www.sd.no","sd.no",,,,,"Transportation, Logistics, Supply Chain and Storage","36","Oslo, Oslo, Norway",,
,,"sors.no","Sors As","sors.no","sors.no",,,,,"Business Consulting and Services","2","Stavanger, Rogaland, Norway",,
,,"pretio.no","Pretio","www.pretio.no","pretio.no",,,,,"Manufacturing","4","Ålesund, Møre og Romsdal, Norway",,
,,"tegma.no","Tegma As","tegma.no","tegma.no",,,,,"Renewable Energy Semiconductor Manufacturing","7","Drammen, Viken, Norway",,
,,"Nomadrem UAB","Nomadrem UAB","","",,,,,"","0","",,
,,"photosynthetic.com","Photosynthetic","www.photosynthetic.com","photosynthetic.com",,,,,"Software Development","10","Ås, Viken, Norway",,
,,"Safran Sensing Technologies Norway","Safran Sensing Technologies Norway","","",,,,,"","0","",,
,,"Applied Autonomy AB","Applied Autonomy AB","","",,,,,"","0","",,
,,"landkredittbank.no","Landkreditt Og Landkreditt Bank","www.landkredittbank.no","landkredittbank.no",,,,,"Banking","113","Gamle Oslo, Oslo, Norway",,
,,"hornet.dev","Hornet","www.hornet.dev","hornet.dev",,,,,"Technology, Information and Internet","0","Trondheim, Trøndelag, Norway",,
,,"startuplab.no","Startuplab","www.startuplab.no","startuplab.no",,,,,"Venture Capital and Private Equity Principals","68","Oslo, Oslo, Norway",,
,,"leads.keyguides.com","Keyguides","leads.keyguides.com","leads.keyguides.com",,,,,"Travel Arrangements","7","Oslo, Oslo, Norway",,
,,"coxit.net","Coxit Public Relations","www.coxit.net","coxit.net",,,,,"Public Relations and Communications Services","3","Oslo, Oslo, Norway",,
,,"helserespons.com","Helserespons","helserespons.com","helserespons.com",,,,,"IT System Custom Software Development","7","Trondheim, Trøndelag, Norway",,
,,"Sildre As","Sildre As","","",,,,,"Business Consulting and Services","3","Oslo, Oslo, Norway",,
,,"wearelearning.io","We Are Learning","www.wearelearning.io","wearelearning.io",,,,,"Software Development","23","Oslo, Oslo, Norway",,
,,"honeywell.com","Honeywell","www.honeywell.com","honeywell.com",,,,,"Appliances, Electrical, and Electronics Manufacturing","121232","Charlotte, North Carolina, United States",,
,,"belfor.no","Belfor Norway As","belfor.no","belfor.no",,,,,"Civil Engineering","72","Oslo, Oslo, Norway",,
,,"milientsoftware.com","Milient","www.milientsoftware.com","milientsoftware.com",,,,,"Software Development","76","Oslo, Oslo, Norway",,
,,"vixly.com","Vixly","www.vixly.com","vixly.com",,,,,"Internet Marketplace Platforms","10","Tromsø, Troms og Finnmark, Norway",,
,,"tax-free.no","Travel Retail Norway As","tax-free.no","tax-free.no",,,,,"Retail","441","Gamle Oslo, Oslo, Norway",,
,,"cillco.com","Cillco","cillco.com","cillco.com",,,,,"IT Services and IT Consulting","26","Trondheim, Trøndelag, Norway",,
,,"minnesota.no","Minnesota Brand Agency","minnesota.no","minnesota.no",,,,,"Business Consulting and Services","16","Oslo, Oslo, Norway",,
,,"Future Skills AS","Future Skills AS","","",,,,,"","0","",,
,,"maintech.no","Maintech As","www.maintech.no","maintech.no",,,,,"Facilities Services","64","Trondheim, Trøndelag, Norway",,
,,"domorediagnostics.com","Domore Diagnostics","domorediagnostics.com","domorediagnostics.com",,,,,"Hospitals and Health Care","12","Oslo, Oslo, Norway",,
,,"griegconnect.com","Grieg Connect As","www.griegconnect.com","griegconnect.com",,,,,"IT Services and IT Consulting","31","Kristiansund, Møre og Romsdal, Norway",,
,,"finit.no","Finit","finit.no","finit.no",,,,,"Financial Services","9","Oslo, Oslo, Norway",,
,,"welltec.com","Welltec","welltec.com","welltec.com",,,,,"Oil and Gas","1125","Denmark",,
,,"prosperastiftelsen.no","Prosperastiftelsen","prosperastiftelsen.no","prosperastiftelsen.no",,,,,"Non-profit Organizations","226","Oslo, Oslo, Norway",,
,,"unifractal.com","Unifractal","unifractal.com","unifractal.com",,,,,"E-Learning Providers","4","Tromsø, Troms og Finnmark, Norway",,
,,"remotion.no","Remotion As","remotion.no","remotion.no",,,,,"Oil and Gas","34","Sandnes, Rogaland, Norway",,
,,"spectre.no","Spectre","spectre.no","spectre.no",,,,,"Events Services","22","Oslo, Oslo, Norway",,
,,"Sirkel Glass AS","Sirkel Glass AS","","",,,,,"","0","",,
,,"fjordtravel.no","Fjord Travel Norway","www.fjordtravel.no","fjordtravel.no",,,,,"Travel Arrangements","12","Bergen, Vestland, Norway",,
,,"Vojvoj","Vojvoj","","",,,,,"Online Audio and Video Media","5","Hemsedal, Viken, Norway",,
,,"advisense.com","Advisense","advisense.com","advisense.com",,,,,"Business Consulting and Services","379","Stockholm, Stockholm County, Sweden",,
,,"norse-global.com","Norse Global","www.norse-global.com","norse-global.com",,,,,"International Trade and Development","6","Hong Kong SAR",,
,,"norskforstehjelp.no","Norsk Førstehjelp","www.norskforstehjelp.no","norskforstehjelp.no",,,,,"Wellness and Fitness Services","10","Oslo, Oslo, Norway",,
,,"hvitstenas.com","Hvitsten As","hvitstenas.com","hvitstenas.com",,,,,"Investment Management","3","Oslo, Oslo, Norway",,
,,"nordicedge.org","Nordic Edge","nordicedge.org","nordicedge.org",,,,,"Non-profit Organizations","25","Norway",,
,,"anglerpilot.no","Anglerpilot","www.anglerpilot.no","anglerpilot.no",,,,,"Recreational Facilities","1","Kristiansand, Agder, Norway",,
,,"flokk.com","Flokk","www.flokk.com","flokk.com",,,,,"Furniture","400","Oslo, Oslo, Norway",,
,,"wittario.com","Wittario","www.wittario.com","wittario.com",,,,,"E-Learning Providers","14","Moss, Viken, Norway",,
,,"viewalk.com","Viewalk","viewalk.com","viewalk.com",,,,,"Software Development","2","Oslo, Oslo, Norway",,
,,"accordindustries.no","Accord Industries As","accordindustries.no","accordindustries.no",,,,,"Wholesale Import and Export","5","Drammen, Viken, Norway",,
,,"arv.energy","Arv Energy As","www.arv.energy","arv.energy",,,,,"Engineering Services","1","",,
,,"hmp.no","Hjelpemiddelpartner As","www.hmp.no","hmp.no",,,,,"Hospitals and Health Care","7","Norway",,
,,"Acapo Onsagers","Acapo Onsagers","","",,,,,"Legal Services","90","Gamle Oslo, Oslo, Norway",,
,,"fieldwork.as","Fieldwork As","www.fieldwork.as","fieldwork.as",,,,,"Events Services","33","Oslo, Oslo, Norway",,
,,"cofounder.no","Cofounder As","www.cofounder.no","cofounder.no",,,,,"Venture Capital and Private Equity Principals","14","Trondheim, Trøndelag, Norway",,
,,"gintel.com","Gintel As","www.gintel.com","gintel.com",,,,,"Telecommunications","51","Trondheim, Trøndelag, Norway",,
,,"hyyr.no","Hyyr","www.hyyr.no","hyyr.no",,,,,"Information Services","8","Oslo, Oslo, Norway",,
,,"equip.as","Equip As","www.equip.as","equip.as",,,,,"Legal Services","1","Oslo, Oslo, Norway",,
,,"pixii.com","Pixii As","www.pixii.com","pixii.com",,,,,"Renewable Energy Semiconductor Manufacturing","139","Kristiansand, Agder, Norway",,
,,"prosesspilotene.no","Prosesspilotene As","prosesspilotene.no","prosesspilotene.no",,,,,"IT Services and IT Consulting","82","Drammen, Viken, Norway",,
,,"alvb.no","Alv B As","alvb.no","alvb.no",,,,,"Biotechnology Research","11","Oslo, Oslo, Norway",,
,,"nordsaltenkraft.no","Nord-Salten Kraft","nordsaltenkraft.no","nordsaltenkraft.no",,,,,"","17","Oppeid, Nordland, Norway",,
,,"connectthedots.no","Connect The Dots As","connectthedots.no","connectthedots.no",,,,,"E-Learning Providers","7","Tromsø, Troms og Finnmark, Norway",,
,,"folio.no","Folio","www.folio.no","folio.no",,,,,"Financial Services","25","Oslo, Oslo, Norway",,
,,"restaurant-kontrast.no","Restaurant Kontrast Oslo","restaurant-kontrast.no","restaurant-kontrast.no",,,,,"Restaurants","3","Oslo, Oslo, Norway",,
,,"sekal.com","Sekal As","www.sekal.com","sekal.com",,,,,"Oil and Gas","98","Norway",,
,,"vilmer.no","Vilmer As","www.vilmer.no","vilmer.no",,,,,"Technology, Information and Internet","32","Brumunddal, Innlandet, Norway",,
,,"kvant.co","Kvant Consulting","www.kvant.co","kvant.co",,,,,"Executive Search Services","14","Oslo, Oslo, Norway",,
,,"Svalbard Energi","Svalbard Energi","","",,,,,"Electric Power Generation","11","Norway",,
,,"Ce Consulting As","Ce Consulting As","","",,,,,"Strategic Management Services","1","",,
,,"thesocialgaminggroup.com","The Social Gaming Group","www.thesocialgaminggroup.com","thesocialgaminggroup.com",,,,,"Hospitality","45","Oslo, Oslo, Norway",,
,,"devold.com","Devold Of Norway","www.devold.com","devold.com",,,,,"Textile Manufacturing","81","Norway",,
,,"bankenessikringsfond.no","Bankenes Sikringsfond","www.bankenessikringsfond.no","bankenessikringsfond.no",,,,,"Public Safety","24","Oslo, Oslo, Norway",,
,,"finaut.no","Finansnæringens Autorisasjonsordninger","www.finaut.no","finaut.no",,,,,"Financial Services","33","Gamle Oslo, Oslo, Norway",,
,,"ripplexstudios.no","Ripplex Studios","www.ripplexstudios.no","ripplexstudios.no",,,,,"Media Production","6","Oslo, Oslo, Norway",,
,,"siriusact.no","Sirius Act As","siriusact.no","siriusact.no",,,,,"Professional Training and Coaching","22","Oslo, Oslo, Norway",,
,,"texcon.no","Texcon As","www.texcon.no","texcon.no",,,,,"Retail Apparel and Fashion","4","Oslo, Oslo, Norway",,
,,"lspartners.no","Ls Partners As","www.lspartners.no","lspartners.no",,,,,"Business Consulting and Services","1","Drammen, Viken, Norway",,
,,"ukumi.ai","Ukumi Ai","ukumi.ai","ukumi.ai",,,,,"Technology, Information and Media","13","San Francisco, California, United States",,
,,"sayfr.com","Sayfr","sayfr.com","sayfr.com",,,,,"IT Services and IT Consulting","21","Oslo, Oslo, Norway",,
,,"njordas.no","Njord Aquashipping","www.njordas.no","njordas.no",,,,,"Maritime Transportation","16","Sistranda, Trøndelag, Norway",,
,,"skiguard.no","Skiguard","www.skiguard.no","skiguard.no",,,,,"Retail Motor Vehicles","4","Norway",,
,,"Toyota Bilia AS","Toyota Bilia AS","","",,,,,"","0","",,
,,"nordea.com","Nordea","www.nordea.com","nordea.com",,,,,"Banking","29029","Helsinki, Southwest Finland, Finland",,
,,"inlet.tech","Inlet As","www.inlet.tech","inlet.tech",,,,,"Technology, Information and Internet","7","Norway",,
,,"lexolve.com","Lexolve","www.lexolve.com","lexolve.com",,,,,"Legal Services","15","Oslo, Oslo, Norway",,
,,"dintero.com","Dintero","dintero.com","dintero.com",,,,,"Financial Services","33","Oslo, Oslo, Norway",,
,,"bucomposite.com","Bú Composite","bucomposite.com","bucomposite.com",,,,,"Wholesale Building Materials","3","Bergen, Vestland, Norway",,
,,"holdnorgerent.no","Hold Norge Rent","www.holdnorgerent.no","holdnorgerent.no",,,,,"Environmental Services","15","Oslo, Oslo, Norway",,
,,"vivende.no","Vivende As","vivende.no","vivende.no",,,,,"IT Services and IT Consulting","42","Oslo, Oslo, Norway",,
,,"Recuro As","Recuro As","","",,,,,"Renewable Energy Power Generation","8","Ålesund, Møre og Romsdal, Norway",,
,,"Twinfinity Ab","Twinfinity Ab","","",,,,,"Software Development","33","Gothenburg, Västra Götaland County, Sweden",,
,,"tcogroup.com","Tco As","www.tcogroup.com","tcogroup.com",,,,,"Oil and Gas","121","Bergen, Vestland, Norway",,
,,"emisoft.com","Emisoft As","www.emisoft.com","emisoft.com",,,,,"Environmental Services","24","Bergen, Vestland, Norway",,
,,"vesteralenhavbruk.com","Vesterålen Havbruk","vesteralenhavbruk.com","vesteralenhavbruk.com",,,,,"Food Production","18","Myre, Nordland, Norway",,
,,"vard.com","Vard","www.vard.com","vard.com",,,,,"Shipbuilding","3327","Norway",,
,,"elmorganics.com","Elm Organics","www.elmorganics.com","elmorganics.com",,,,,"Personal Care Product Manufacturing","5","Oslo, Oslo, Norway",,
,,"bember.com","Bember As","www.bember.com","bember.com",,,,,"IT Services and IT Consulting","21","Oslo, Oslo, Norway",,
,,"galleonec.com","Galleon Embedded Computing","www.galleonec.com","galleonec.com",,,,,"Defense and Space Manufacturing","42","Oslo, Oslo, Norway",,
,,"midlaier.no","Midlaier","midlaier.no","midlaier.no",,,,,"Software Development","5","Oslo, Oslo, Norway",,
,,"legacybrands.no","Legacy Brands","www.legacybrands.no","legacybrands.no",,,,,"Food and Beverage Services","2","Oslo, Oslo, Norway",,
,,"minusfurniture.no","Minus","minusfurniture.no","minusfurniture.no",,,,,"Furniture and Home Furnishings Manufacturing","4","Gran, Innlandet, Norway",,
,,"liis.com","Liis.Com","www.liis.com","liis.com",,,,,"Consumer Services","5","Oslo, Oslo, Norway",,
,,"Tactrl.Ai","Tactrl.Ai","","",,,,,"Software Development","5","Levanger, Trøndelag, Norway",,
,,"whatsthefrequency.no","What'S The Frequency As","whatsthefrequency.no","whatsthefrequency.no",,,,,"Software Development","1","",,
,,"athene.no","Athene Group","www.athene.no","athene.no",,,,,"Accounting","74","Oslo, Oslo, Norway",,
,,"skl.as","Sunnhordland Kraftlag","www.skl.as","skl.as",,,,,"Hydroelectric Power Generation","34","Norway",,
,,"qbee.io","Qbee As","qbee.io","qbee.io",,,,,"IT Services and IT Consulting","10","Ski, Viken, Norway",,
,,"rif.no","Rif - Rådgivende Ingeniørers Forening","www.rif.no","rif.no",,,,,"Non-profit Organizations","34","Oslo, Oslo, Norway",,
,,"nydalengroup.com","Nydalen Group","www.nydalengroup.com","nydalengroup.com",,,,,"Venture Capital and Private Equity Principals","1","Oslo, Oslo, Norway",,
,,"WellSoft AS","WellSoft AS","","",,,,,"","0","",,
,,"witted.com","Witted","witted.com","witted.com",,,,,"IT Services and IT Consulting","66","Helsinki, Uusimaa, Finland",,
